initial_distribution_residual,flow_residual,max_flow_residual,layer_mass_error,min_occupancy,utility,solver,requested_solver,solver_fallback_from,solver_status,solver_objective,evaluated_objective,wall_time_sec,solver_time_sec,solver_num_iters,variable_count,constraint_count,horizon,state_count,action_count,target_count,enforce_layer_mass,objective_discrepancy,accepted_status,accepted_residuals,accepted,instance_type,instance_seed,method,reference_objective,reference_ratio,relative_gap,planning_calls,q,m
2.2823520851034118e-10,2.9141994373205193e-11,2.2823520851034118e-10,8.755398628323974e-10,3.3086920355415206e-09,soft,CLARABEL,CLARABEL,,optimal,7.915498059538109,7.915498059538109,0.09058870002627373,0.0114045,21.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2009,Direct-CVX,7.915498059538109,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0038046845916747322,soft,,,,not_applicable,,7.589661818677868,,,,,,30.0,,,,,,,,,allocation,2009,Random,7.915498059538109,0.9588356615832139,0.041164338416786156,0.0,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0,soft,,,,not_applicable,,3.9313789052855683,,,,,,30.0,,,,,,,,,allocation,2009,Myopic-effectiveness,7.915498059538109,0.49666854513953035,0.5033314548604696,0.0,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0,soft,,,,not_applicable,,4.920702743345771,,,,,,30.0,,,,,,,,,allocation,2009,Additive,7.915498059538109,0.6216542163656228,0.3783457836343772,1.0,5.0,8.0
0.0,0.0,0.0,1.5543122344752192e-15,0.0,soft,,,,not_applicable,,2.9442997757290446,,,,,,30.0,,,,,,,,,allocation,2009,Marginal,7.915498059538109,0.3719664579010525,0.6280335420989476,6.0,5.0,8.0
1.942890293094024e-16,1.1102230246251565e-16,1.942890293094024e-16,1.3322676295501878e-15,0.0,soft,,,,not_applicable,,7.913592407391965,,,,,,30.0,,,,,,,,,allocation,2009,OCG K=40,7.915498059538109,0.9997592505068146,0.0002407494931854258,40.0,5.0,8.0
8.570736342861096e-10,3.2248620440711306e-10,8.570736342861096e-10,1.5690059251838306e-09,0.0,log,CLARABEL,CLARABEL,,optimal,13.790180607078165,13.790180607078165,0.08535960002336651,0.0113283,20.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2009,Direct-CVX,13.790180607078165,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0038046845916747322,log,,,,not_applicable,,11.151219263645284,,,,,,30.0,,,,,,,,,allocation,2009,Random,13.790180607078165,0.808634751159215,0.19136524884078498,0.0,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0,log,,,,not_applicable,,8.628224947425403,,,,,,30.0,,,,,,,,,allocation,2009,Myopic-effectiveness,13.790180607078165,0.6256788937917713,0.3743211062082287,0.0,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0,log,,,,not_applicable,,10.24293329629834,,,,,,30.0,,,,,,,,,allocation,2009,Additive,13.790180607078165,0.7427700614044815,0.25722993859551846,1.0,5.0,8.0
0.0,0.0,0.0,1.5543122344752192e-15,0.0,log,,,,not_applicable,,6.758595593622332,,,,,,30.0,,,,,,,,,allocation,2009,Marginal,13.790180607078165,0.49010203609322633,0.5098979639067737,6.0,5.0,8.0
1.942890293094024e-16,1.6653345369377348e-16,1.942890293094024e-16,1.3322676295501878e-15,0.0,log,,,,not_applicable,,13.77904528322292,,,,,,30.0,,,,,,,,,allocation,2009,OCG K=40,13.790180607078165,0.9991925179102057,0.0008074820897942993,40.0,5.0,8.0
